GPE 3d  N=64^3  L=32  dx=0.500  d=6  a=1  dt=0.02;  xi = 1, c = 1, Gamma = 2pi;  imaginary-time relax 1.0;  setup 2s
E_total 946.73606 = E_ki 578.72024 + E_kc 14.79088 + E_q 114.30217 + E_int 242.75339  (decomposition residual 4.0e-03)
   t     E_tot rel err    E_ki       E_kc       E_q        E_int     seam gap   slices cut by all 4   L1 line length
 48.3   -1.09e-06       632.46848    19.86946    110.94085    183.37073      1.39        0.766                164.0   (141s)
 48.5   -1.06e-06       631.82960    19.82109    112.27077    184.36191      0.27        0.766                168.0   (141s)
 48.8   -1.03e-06       631.25953    19.54105    110.85481    185.33631      3.85        0.734                164.0   (142s)
 49.0   -1.01e-06       630.76539    19.45794    110.67071    186.11628      3.66        0.734                164.0   (143s)
 49.3   -9.96e-07       630.51428    19.44935    111.03792    186.82061      3.47        0.734                172.0   (143s)
 49.5   -9.91e-07       630.63377    19.21861    111.18966    187.35220      3.27        0.734                164.0   (144s)
 49.8   -9.81e-07       630.19097    19.31257    109.29765    187.82209      2.84        0.734                164.0   (145s)
 50.0   -9.65e-07       629.82275    19.50932    108.34796    188.16975      2.33        0.734                160.0   (146s)
 50.3   -9.47e-07       629.57142    19.73384    108.47841    188.45138      1.63        0.734                160.0   (146s)
 50.5   -9.36e-07       629.41252    20.04572    108.24780    188.61739      4.61        0.703                160.0   (147s)
 50.8   -9.40e-07       629.78282    19.62672    105.78666    188.70148      4.35        0.703                160.0   (148s)
 51.0   -9.55e-07       630.32941    19.23455    104.26574    188.72134      4.11        0.703                160.0   (148s)
 51.3   -9.71e-07       630.81551    19.07261    104.32444    188.73718      3.82        0.703                160.0   (149s)
 51.5   -9.81e-07       631.30971    18.94397    104.86960    188.79801      3.53        0.703                160.0   (150s)
 51.8   -9.90e-07       631.36867    18.69567    103.70682    188.95897      3.09        0.703                160.0   (151s)
 52.0   -9.95e-07       631.38041    18.40101    103.30036    189.22879      2.61        0.703                160.0   (151s)
 52.3   -9.86e-07       631.11825    18.29610    104.68096    189.67870      2.13        0.703                160.0   (152s)
 52.5   -9.57e-07       630.60682    18.50192    107.09736    190.23391      1.65        0.703                160.0   (153s)
 52.8   -9.12e-07       630.01699    18.68286    109.26194    190.93491      1.12        0.703                164.0   (153s)
 53.0   -8.71e-07       629.51781    18.41382    108.47005    191.60050      4.28        0.672                156.0   (154s)
 53.3   -8.30e-07       629.23039    18.16969    106.95588    192.25846      4.07        0.672                156.0   (155s)
 53.5   -7.93e-07       628.83837    18.22928    106.21436    192.73936      3.89        0.672                164.0   (156s)
 53.8   -7.60e-07       628.38711    18.55765    106.16642    193.05267      3.68        0.672                164.0   (156s)
 54.0   -7.48e-07       628.22320    18.62525    105.41704    193.10300      3.41        0.672                160.0   (157s)
 54.3   -7.62e-07       627.99324    19.13553    104.85503    192.89045      3.11        0.672                160.0   (158s)
 54.5   -8.02e-07       627.89787    19.97734    104.98623    192.49438      2.74        0.672                164.0   (158s)
 54.8   -8.61e-07       628.14956    20.61818    104.93118    191.95854      2.30        0.672                164.0   (159s)
